E Trans_coeff_Ec Trans_coeff_Ia 
6	0.000000e+00	3.285555e-36
7	0.000000e+00	3.637310e-36
8	0.000000e+00	4.001732e-36
9	0.000000e+00	4.380727e-36
10	0.000000e+00	4.774093e-36
11	0.000000e+00	5.184073e-36
12	0.000000e+00	5.611941e-36
13	0.000000e+00	6.057298e-36
14	0.000000e+00	6.521913e-36
15	0.000000e+00	7.007488e-36
16	0.000000e+00	7.513050e-36
17	0.000000e+00	8.040521e-36
18	0.000000e+00	8.592213e-36
19	0.000000e+00	9.165738e-36
20	0.000000e+00	9.764496e-36
21	0.000000e+00	1.039017e-35
22	0.000000e+00	1.104076e-35
23	0.000000e+00	1.171887e-35
24	0.000000e+00	1.242764e-35
25	0.000000e+00	1.316343e-35
26	0.000000e+00	1.393053e-35
27	0.000000e+00	1.472960e-35
28	0.000000e+00	1.556255e-35
29	0.000000e+00	1.642774e-35
30	0.000000e+00	1.732842e-35
31	0.000000e+00	1.826800e-35
32	0.000000e+00	1.924190e-35
33	0.000000e+00	2.025499e-35
34	0.000000e+00	2.131259e-35
35	0.000000e+00	2.240664e-35
36	0.000000e+00	2.354419e-35
37	0.000000e+00	2.472676e-35
38	0.000000e+00	2.595901e-35
39	0.000000e+00	2.723290e-35
40	0.000000e+00	2.855712e-35
41	0.000000e+00	2.993243e-35
42	0.000000e+00	3.136350e-35
43	0.000000e+00	3.284229e-35
44	0.000000e+00	3.437791e-35
45	0.000000e+00	3.597249e-35
46	0.000000e+00	3.762860e-35
47	0.000000e+00	3.934165e-35
48	0.000000e+00	4.111752e-35
49	0.000000e+00	4.295845e-35
50	0.000000e+00	4.487181e-35
51	0.000000e+00	4.684668e-35
52	0.000000e+00	4.889395e-35
53	0.000000e+00	5.101593e-35
54	0.000000e+00	5.322125e-35
55	0.000000e+00	5.549266e-35
56	0.000000e+00	5.784976e-35
57	0.000000e+00	6.028675e-35
58	0.000000e+00	6.281373e-35
59	0.000000e+00	6.542602e-35
60	0.000000e+00	6.812687e-35
61	0.000000e+00	7.091906e-35
62	0.000000e+00	7.381437e-35
63	0.000000e+00	7.681462e-35
64	0.000000e+00	7.990278e-35
65	0.000000e+00	8.309381e-35
66	0.000000e+00	8.639684e-35
67	0.000000e+00	8.981538e-35
68	0.000000e+00	9.335694e-35
69	0.000000e+00	9.700125e-35
70	0.000000e+00	1.007698e-34
71	0.000000e+00	1.046612e-34
72	0.000000e+00	1.086836e-34
73	0.000000e+00	1.128442e-34
74	0.000000e+00	1.171392e-34
75	0.000000e+00	1.215664e-34
76	0.000000e+00	1.261430e-34
77	0.000000e+00	1.308586e-34
78	0.000000e+00	1.357330e-34
79	0.000000e+00	1.407909e-34
80	0.000000e+00	1.459740e-34
81	0.000000e+00	1.513264e-34
82	0.000000e+00	1.568513e-34
83	0.000000e+00	1.625538e-34
84	0.000000e+00	1.684402e-34
85	0.000000e+00	1.745329e-34
86	0.000000e+00	1.807816e-34
87	0.000000e+00	1.872358e-34
88	0.000000e+00	1.938794e-34
89	0.000000e+00	2.007457e-34
90	0.000000e+00	2.078113e-34
91	0.000000e+00	2.151032e-34
92	0.000000e+00	2.226640e-34
93	0.000000e+00	2.303961e-34
94	0.000000e+00	2.383698e-34
95	0.000000e+00	2.465894e-34
96	0.000000e+00	2.550612e-34
97	0.000000e+00	2.637926e-34
98	0.000000e+00	2.727923e-34
99	0.000000e+00	2.820541e-34
100	0.000000e+00	2.916293e-34
101	0.000000e+00	3.014540e-34
102	0.000000e+00	3.115837e-34
103	0.000000e+00	3.219793e-34
104	0.000000e+00	3.327212e-34
105	0.000000e+00	3.437499e-34
106	0.000000e+00	3.551246e-34
107	0.000000e+00	3.668374e-34
108	0.000000e+00	3.788928e-34
109	0.000000e+00	3.913319e-34
110	0.000000e+00	4.041025e-34
111	0.000000e+00	4.172195e-34
112	0.000000e+00	4.307215e-34
113	0.000000e+00	4.446172e-34
114	0.000000e+00	4.589163e-34
115	0.000000e+00	4.736292e-34
116	0.000000e+00	4.887672e-34
117	0.000000e+00	5.043432e-34
118	0.000000e+00	5.203728e-34
119	0.000000e+00	5.369323e-34
120	0.000000e+00	5.538213e-34
121	0.000000e+00	5.712273e-34
122	0.000000e+00	5.891383e-34
123	0.000000e+00	6.075344e-34
124	0.000000e+00	6.264447e-34
125	0.000000e+00	6.459196e-34
126	0.000000e+00	6.658859e-34
127	0.000000e+00	6.864620e-34
128	0.000000e+00	7.075639e-34
129	0.000000e+00	7.293076e-34
130	0.000000e+00	7.515953e-34
131	0.000000e+00	7.745872e-34
132	0.000000e+00	7.981199e-34
133	0.000000e+00	8.224314e-34
134	0.000000e+00	8.472948e-34
135	0.000000e+00	8.728578e-34
136	0.000000e+00	8.990729e-34
137	0.000000e+00	9.260120e-34
138	0.000000e+00	9.536919e-34
139	0.000000e+00	9.821327e-34
140	0.000000e+00	1.011408e-33
141	0.000000e+00	1.041386e-33
142	0.000000e+00	1.072178e-33
143	0.000000e+00	1.103803e-33
144	0.000000e+00	1.136280e-33
145	0.000000e+00	1.169631e-33
146	0.000000e+00	1.203879e-33
147	0.000000e+00	1.238945e-33
148	0.000000e+00	1.275006e-33
149	0.000000e+00	1.312038e-33
150	0.000000e+00	1.350062e-33
151	0.000000e+00	1.389102e-33
152	0.000000e+00	1.429190e-33
153	0.000000e+00	1.470190e-33
154	0.000000e+00	1.512368e-33
155	0.000000e+00	1.555684e-33
156	0.000000e+00	1.600062e-33
157	0.000000e+00	1.645594e-33
158	0.000000e+00	1.692394e-33
159	0.000000e+00	1.740287e-33
160	0.000000e+00	1.789505e-33
161	0.000000e+00	1.840085e-33
162	0.000000e+00	1.891720e-33
163	0.000000e+00	1.944927e-33
164	0.000000e+00	1.999273e-33
165	0.000000e+00	2.055252e-33
166	0.000000e+00	2.112416e-33
167	0.000000e+00	2.171332e-33
168	0.000000e+00	2.231423e-33
169	0.000000e+00	2.293144e-33
170	0.000000e+00	2.356592e-33
171	0.000000e+00	2.421435e-33
172	0.000000e+00	2.488008e-33
173	0.000000e+00	2.556366e-33
174	0.000000e+00	2.626255e-33
175	0.000000e+00	2.697962e-33
176	0.000000e+00	2.771691e-33
177	0.000000e+00	2.846962e-33
178	0.000000e+00	2.924159e-33
179	0.000000e+00	3.003322e-33
180	0.000000e+00	3.084562e-33
181	0.000000e+00	3.167854e-33
182	0.000000e+00	3.253026e-33
183	0.000000e+00	3.340331e-33
184	0.000000e+00	3.429815e-33
185	0.000000e+00	3.521525e-33
186	0.000000e+00	3.615510e-33
187	0.000000e+00	3.711823e-33
188	0.000000e+00	3.810516e-33
189	0.000000e+00	3.911648e-33
190	0.000000e+00	4.015564e-33
191	0.000000e+00	4.121657e-33
192	0.000000e+00	4.230369e-33
193	0.000000e+00	4.341404e-33
194	0.000000e+00	4.455396e-33
195	0.000000e+00	4.572189e-33
196	0.000000e+00	4.691834e-33
197	0.000000e+00	4.814397e-33
198	0.000000e+00	4.939950e-33
199	0.000000e+00	5.068574e-33
200	0.000000e+00	5.199516e-33
201	0.000000e+00	5.334194e-33
202	0.000000e+00	5.472214e-33
203	0.000000e+00	5.613175e-33
204	0.000000e+00	5.757646e-33
205	0.000000e+00	5.905747e-33
206	0.000000e+00	6.057467e-33
